Standard,Category,Style Name,Internal Name
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,RevisionTable,Revision Table (ANSI),"1:Revision Table_Note Text (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Balloon,Balloon (ANSI),"1:Balloon (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Id,Datum ID (ANSI),"1:Datum ID (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Id,Datum ID (ANSI),"1:Datum ID (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,FeatureControlFrame,Feature Control Frame (ANSI),1:Feature Control Frame (ANSI) 
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Weld,Weld Symbol (ANSI),"1:Weld Symbol (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,SurfaceTexture,Surface Texture (ANSI),"1:Surface Texture (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech,TransitionSymbol,Transition Symbol (Object Defaults (ANSI)),"1:Transition Symbol (Object Defaults (ANSI))
"
hi-tech,EdgeSymbol,Edge Symbol (Object Defaults (ANSI)),"1:Edge Symbol (Object Defaults (ANSI))
"
hi-tech,ViewAnnotation,View Annotation (ANSI),"1:View Annotation (ANSI)
"
hi-tech,RevisionTable,Revision Table (ANSI),"1:Revision Table_Note Text (ANSI)
"
hi-tech,Table,Table (ANSI),"1:Table (ANSI)
"
hi-tech,HoleTable,Punch Table (ANSI),"1:Punch Table (ANSI)
"
hi-tech,HoleTable,Hole Table (ANSI),"1:Hole Table (ANSI)
"
hi-tech,Layers,Overlay (ANSI),"1:Overlay (ANSI)
"
hi-tech,Layers,3D Sketch Geometry (ANSI),"1:3D Sketch Geometry (ANSI)
"
hi-tech,Layers,Title (ANSI),"1:Layer2
"
hi-tech,Layers,Border (ANSI),"1:Layer1
"
hi-tech,Layers,Work Point (ANSI),"1:Work Point (ANSI)
"
hi-tech,Layers,Work Plane (ANSI),"1:Work Plane (ANSI)
"
hi-tech,Layers,Work Axis (ANSI),"1:Work Axis (ANSI)
"
hi-tech,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
hi-tech,Layers,Visible (ANSI),"1:Visible (ANSI)
"
hi-tech,Layers,Tweak Trail (ANSI),"1:Tweak Trail (ANSI)
"
hi-tech,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech,Layers,Sketch Geometry (ANSI),"1:Sketch Geometry (ANSI)
"
hi-tech,Layers,Section Line (ANSI),"1:Section Line (ANSI)
"
hi-tech,Layers,Reference (ANSI),"1:Reference (ANSI)
"
hi-tech,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
hi-tech,Layers,Hidden (ANSI),"1:Hidden (ANSI)
"
hi-tech,Layers,Hatch (ANSI),"1:Hatch (ANSI)
"
hi-tech,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech,Layers,Detail Boundary (ANSI),"1:Detail Boundary (ANSI)
"
hi-tech,Layers,Centerline (ANSI),"1:Centerline (ANSI)
"
hi-tech,Layers,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech,Layers,Break Line (ANSI),"1:Break Line (ANSI)
"
hi-tech,Layers,Bend Extent (ANSI),"1:Bend Extent (ANSI)
"
hi-tech,Layers,Bend Centerline (ANSI),"1:Bend Centerline (ANSI)
"
hi-tech,PartsList,Parts List (ANSI-AIP),"1:Parts List (ANSI-AIP)
"
hi-tech,PartsList,Material List (ANSI),"1:Material List (ANSI)
"
hi-tech,PartsList,Parts List (ANSI),"1:Parts List (ANSI)
"
hi-tech,Text,Note Text (ANSI),"1:Note Text (ANSI)
"
hi-tech,Text,Label Text (ANSI),"1:Label Text (ANSI)
"
hi-tech,Dimension,Architectural (ANSI),"1:Architectural (ANSI)
"
hi-tech,Dimension,Default - Fraction (ANSI),"1:Default - Fraction (ANSI)
"
hi-tech,Dimension,Default (ANSI),"1:Default (ANSI)
"
hi-tech,Hatch,Hatch (ANSI),"1:Hatch (ANSI)
"
hi-tech,Id,Datum ID (ANSI),"1:Datum ID (ANSI)
"
hi-tech,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech,DatumTarget,Datum Target (ANSI),"1:Datum Target (ANSI)
"
hi-tech,FeatureControlFrame,Feature Control Frame (ANSI),1:Feature Control Frame (ANSI) 
hi-tech,WeldBead,Weld Bead Recovery (ANSI),"1:Weld Bead Recovery (ANSI)
"
hi-tech,Weld,Weld Symbol (ANSI),"1:Weld Symbol (ANSI)
"
hi-tech,SurfaceTexture,Surface Texture (ANSI),"1:Surface Texture (ANSI)
"
hi-tech,Balloon,Balloon (ANSI),"1:Balloon (ANSI)
"
hi-tech,Leader,Large (ANSI),"1:Large (ANSI)
"
hi-tech,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech,Leader,Datum (ANSI),"1:Datum (ANSI)
"
hi-tech,Leader,Alternate (ANSI),"1:Alternate (ANSI)
"
hi-tech,ObjectDefaults,Object Defaults (ANSI),"1:Object Defaults (ANSI)
"
hi-tech,Standard,HI-TECH,"1:HI-TECH
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Alternate (ANSI),"1:Alternate (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Datum (ANSI),"1:Datum (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Datum (ANSI),"1:Datum (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Default - mm [in] (ANSI),"1:Default - mm [in] (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Default - in [mm] (ANSI),"1:Default - in [mm] (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Architectural (ANSI),"1:Architectural (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Shop Drawing,"1:Note Text (ANSI) Shop Drawing
"
hi-tech04302025,Leader,Default - Fraction (ANSI),"1:Default - Fraction (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Default (ANSI),"1:Default (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Datum (ANSI),"1:Datum (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Leader,Alternate (ANSI),"1:Alternate (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,TransitionSymbol,Transition Symbol (Object Defaults (ANSI)),"1:Transition Symbol (Object Defaults (ANSI))
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,EdgeSymbol,Edge Symbol (Object Defaults (ANSI)),"1:Edge Symbol (Object Defaults (ANSI))
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Layers,Break Line (ANSI),"1:Break Line (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Dimension (ANSI),"1:Dimension (ANSI)
"
hi-tech04302025,Layers,Roll Centerline,"1:Roll Centerline
"
hi-tech04302025,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech04302025,Layers,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech04302025,ViewAnnotation,View Annotation (ANSI) Listing,"1:View Annotation (ANSI)
"
hi-tech04302025,Layers,Section Line (ANSI),"1:Section Line (ANSI)
"
hi-tech04302025,Layers,Visible (ANSI),"1:Visible (ANSI)
"
hi-tech04302025,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
hi-tech04302025,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
hi-tech04302025,Table,Table (ANSI),"1:Table (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,ViewAnnotation,View Annotation (ANSI) Listing,"1:View Annotation (ANSI)
"
hi-tech04302025,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
hi-tech04302025,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
hi-tech04302025,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech04302025,Layers,Work Point (ANSI),"1:Work Point (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Layers,Bend Centerline (ANSI),"1:Bend Centerline (ANSI)
"
hi-tech04302025,Layers,Bend Centerline (ANSI),"1:Bend Centerline (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Table,Table (ANSI),"1:Table (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Table,Table (ANSI),"1:Table (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Layers,3D Sketch Geometry (ANSI),"1:3D Sketch Geometry (ANSI)
"
hi-tech04302025,Layers,Overlay (ANSI),"1:Overlay (ANSI)
"
hi-tech04302025,Text,DEFAULT-ANSI TitleBlock,"1:DEFAULT-ANSI TitleBlock
"
hi-tech04302025,Layers,Title (ANSI),"1:Layer2
"
hi-tech04302025,Layers,Title (ANSI),"1:Layer2
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Layers,Border (ANSI),"1:Layer1
"
hi-tech04302025,Layers,Border (ANSI),"1:Layer1
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Layers,Sketch Geometry (ANSI),"1:Sketch Geometry (ANSI)
"
hi-tech04302025,Hatch,Hatch (ANSI),"1:Hatch (ANSI)
"
hi-tech04302025,Layers,Hatch (ANSI),"1:Hatch (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Layers,Sketch Geometry (ANSI),"1:Sketch Geometry (ANSI)
"
hi-tech04302025,Hatch,Hatch (ANSI),"1:Hatch (ANSI)
"
hi-tech04302025,Layers,Hatch (ANSI),"1:Hatch (ANSI)
"
hi-tech04302025,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech04302025,Layers,Work Point (ANSI),"1:Work Point (ANSI)
"
hi-tech04302025,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech04302025,Layers,Work Axis (ANSI),"1:Work Axis (ANSI)
"
hi-tech04302025,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech04302025,Layers,Work Plane (ANSI),"1:Work Plane (ANSI)
"
hi-tech04302025,Text,Label Text (ANSI) Listing,"1:Label Text (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Layers,Tweak Trail (ANSI),"1:Tweak Trail (ANSI)
"
hi-tech04302025,Layers,Break Line (ANSI),"1:Break Line (ANSI)
"
hi-tech04302025,Layers,Break Line (ANSI),"1:Break Line (ANSI)
"
hi-tech04302025,ViewAnnotation,View Annotation (ANSI) Listing,"1:View Annotation (ANSI)
"
hi-tech04302025,Layers,Section Line (ANSI),"1:Section Line (ANSI)
"
hi-tech04302025,ViewAnnotation,View Annotation (ANSI) Listing,"1:View Annotation (ANSI)
"
hi-tech04302025,Layers,Detail Boundary (ANSI),"1:Detail Boundary (ANSI)
"
hi-tech04302025,Layers,Reference (ANSI),"1:Reference (ANSI)
"
hi-tech04302025,Layers,Bend Extent (ANSI),"1:Bend Extent (ANSI)
"
hi-tech04302025,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
hi-tech04302025,Layers,Hidden (ANSI),"1:Hidden (ANSI)
"
hi-tech04302025,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
hi-tech04302025,Layers,Hidden (ANSI),"1:Hidden (ANSI)
"
hi-tech04302025,Layers,Visible Narrow (ANSI),"1:Visible Narrow (ANSI)
"
hi-tech04302025,Layers,Visible (ANSI),"1:Visible (ANSI)
"
hi-tech04302025,Layers,Hidden Narrow (ANSI),"1:Hidden Narrow (ANSI)
"
hi-tech04302025,Layers,Visible (ANSI),"1:Visible (ANSI)
"
hi-tech04302025,WeldBead,Weld Bead Recovery (ANSI),"1:Weld Bead Recovery (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,WeldBead,Weld Bead Recovery (ANSI),"1:Weld Bead Recovery (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Text,Note Text (ANSI) Listing,"1:Note Text (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech04302025,Layers,Centerline (ANSI),"1:Centerline (ANSI)
"
hi-tech04302025,CenterMark,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech04302025,Layers,Center Mark (ANSI),"1:Center Mark (ANSI)
"
hi-tech04302025,RevisionTable,Revision Table (ANSI),"1:Revision Table_Note Text (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,PartsList,Parts List (ANSI),"1:Parts List (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,HoleTable,Hole Table (ANSI),"1:Hole Table (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Leader,General (ANSI),"1:General (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,DatumTarget,Datum Target (ANSI),"1:Datum Target (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,RevisionTable,Revision Table (ANSI),"1:Revision Table_Note Text (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Balloon,Balloon (ANSI),"1:Balloon (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Dimension,Default (ANSI) Listing,"1:Default (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Id,Datum ID (ANSI),"1:Datum ID (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
hi-tech04302025,Id,Datum ID (ANSI),"1:Datum ID (ANSI)
"
hi-tech04302025,Layers,Symbol (ANSI),"1:Symbol (ANSI)
"
